Bell ID,Place,Dedication,Region,Tower ID,Grid Ref,Latitude,Longitude,Ring ID,Collection Type,Ring Size,Bell Role,Bell Name,Weight (lbs),Weight (approx),Nominal (Hz),Note,Diameter (in),Cast Date,Listed,Founder,Founder Uncertain,Caster,Canons,Turnings,Cracked,Frame ID,In Pit
7887,Abilene,The Heavenly Rest,"Texas, United States of America",16770,,32.44421,-99.74567,6771,full-circle ring,6 U/R,c1,,64,,3137.8,G,13.20,1982,,Eijsbouts,,,flat,unturned,,8619,
7888,Abilene,The Heavenly Rest,"Texas, United States of America",16770,,32.44421,-99.74567,6771,full-circle ring,6 U/R,c2,,69,,2960.0,F♯,13.70,1982,,Eijsbouts,,,flat,unturned,,8619,
7889,Abilene,The Heavenly Rest,"Texas, United States of America",16770,,32.44421,-99.74567,6771,full-circle ring,6 U/R,c3,,77,,2798.7,F,14.20,1982,,Eijsbouts,,,flat,unturned,,8619,
7890,Abilene,The Heavenly Rest,"Texas, United States of America",16770,,32.44421,-99.74567,6771,full-circle ring,6 U/R,c4,,83,,2638.5,E,14.60,1982,,Eijsbouts,,,flat,unturned,,8619,
7891,Abilene,The Heavenly Rest,"Texas, United States of America",16770,,32.44421,-99.74567,6771,full-circle ring,6 U/R,c5,,93,,2490.5,D♯,15.30,1982,,Eijsbouts,,,flat,unturned,,8619,
7892,Abilene,The Heavenly Rest,"Texas, United States of America",16770,,32.44421,-99.74567,6771,full-circle ring,6 U/R,c6,,95,,2352.0,D,15.90,1982,,Eijsbouts,,,flat,unturned,,8619,
7893,Abilene,The Heavenly Rest,"Texas, United States of America",16770,,32.44421,-99.74567,6771,full-circle ring,6 U/R,c7,,104,,2220.0,C♯,16.60,1982,,Eijsbouts,,,flat,unturned,,8619,
7894,Abilene,The Heavenly Rest,"Texas, United States of America",16770,,32.44421,-99.74567,6771,full-circle ring,6 U/R,c8,,117,,2093.0,C,17.30,1982,,Eijsbouts,,,flat,unturned,,8619,
7895,Abilene,The Heavenly Rest,"Texas, United States of America",16770,,32.44421,-99.74567,6771,full-circle ring,6 U/R,c9,,127,,1976.7,B,17.70,1982,,Eijsbouts,,,flat,unturned,,8619,
7896,Abilene,The Heavenly Rest,"Texas, United States of America",16770,,32.44421,-99.74567,6771,full-circle ring,6 U/R,c10,,149,,1864.7,A♯,18.80,1982,,Eijsbouts,,,flat,unturned,,8619,
7897,Abilene,The Heavenly Rest,"Texas, United States of America",16770,,32.44421,-99.74567,6771,full-circle ring,6 U/R,c11,,167,,1759.0,A,19.50,1982,,Eijsbouts,,,flat,unturned,,8619,
7899,Abilene,The Heavenly Rest,"Texas, United States of America",16770,,32.44421,-99.74567,6771,full-circle ring,6 U/R,c13,,222,,1568.0,G,21.60,1982,,Eijsbouts,,,flat,unturned,,8619,
7901,Abilene,The Heavenly Rest,"Texas, United States of America",16770,,32.44421,-99.74567,6771,full-circle ring,6 U/R,c15,,293,,1396.9,F,23.70,1982,,Eijsbouts,,,flat,unturned,,8619,
7904,Abilene,The Heavenly Rest,"Texas, United States of America",16770,,32.44421,-99.74567,6771,full-circle ring,6 U/R,c18,,434,,1175.3,D,27.40,1982,,Eijsbouts,,,flat,unturned,,8619,
7906,Abilene,The Heavenly Rest,"Texas, United States of America",16770,,32.44421,-99.74567,6771,full-circle ring,6 U/R,c20,,623,,1047.1,C,30.90,1982,,Eijsbouts,,,flat,unturned,,8619,
7907,Abilene,The Heavenly Rest,"Texas, United States of America",16770,,32.44421,-99.74567,6771,full-circle ring,6 U/R,c22,,1000,,880.5,A,36.20,1982,,Eijsbouts,,,flat,unturned,,8618,
7908,Abilene,The Heavenly Rest,"Texas, United States of America",16770,,32.44421,-99.74567,6771,full-circle ring,6 U/R,c23,,1435,,784.4,G,40.80,1982,,Eijsbouts,,,flat,unturned,,8618,
7909,Abilene,The Heavenly Rest,"Texas, United States of America",16770,,32.44421,-99.74567,6771,full-circle ring,6 U/R,c24,,2067,,698.5,F,45.80,1982,,Eijsbouts,,,flat,unturned,,8618,
7910,Abilene,The Heavenly Rest,"Texas, United States of America",16770,,32.44421,-99.74567,6771,full-circle ring,6 U/R,c25,,4982,,523.3,C,61.60,1982,,Eijsbouts,,,flat,unturned,,8618,
7898,Abilene,The Heavenly Rest,"Texas, United States of America",16770,,32.44421,-99.74567,6771,full-circle ring,6 U/R,1c12,,188,,1663.1,G♯,20.50,1982,,Eijsbouts,,,flat,unturned,,7836,Y
7900,Abilene,The Heavenly Rest,"Texas, United States of America",16770,,32.44421,-99.74567,6771,full-circle ring,6 U/R,2c14,,249,,1480.0,F♯,22.60,1982,,Eijsbouts,,,flat,unturned,,7836,Y
7902,Abilene,The Heavenly Rest,"Texas, United States of America",16770,,32.44421,-99.74567,6771,full-circle ring,6 U/R,3c16,,332,,1319.3,E,25.00,1982,,Eijsbouts,,,flat,unturned,,7836,Y
7903,Abilene,The Heavenly Rest,"Texas, United States of America",16770,,32.44421,-99.74567,6771,full-circle ring,6 U/R,4c17,,368,,1244.5,D♯,25.80,1982,,Eijsbouts,,,flat,unturned,,7836,Y
7905,Abilene,The Heavenly Rest,"Texas, United States of America",16770,,32.44421,-99.74567,6771,full-circle ring,6 U/R,5c19,,529,,1108.7,C♯,29.10,1982,,Eijsbouts,,,flat,unturned,,7836,Y
28,Abilene,The Heavenly Rest,"Texas, United States of America",16770,,32.44421,-99.74567,6771,full-circle ring,6 U/R,6c21,,729,,987.2,B,32.50,1982,,Eijsbouts,,,flat,unturned,,7836,Y
8246,Alexandria,"Immanuel Chapel, Virginia Theological Seminary","Virginia, United States of America",13507,,38.81981,-77.09261,3508,full-circle ring,8,1,,402,,1570.0,G,24.75,2014,,Whitechapel Bell Foundry,,,flat,unturned,,89,Y
8247,Alexandria,"Immanuel Chapel, Virginia Theological Seminary","Virginia, United States of America",13507,,38.81981,-77.09261,3508,full-circle ring,8,2,,409,,1471.3,F♯,25.25,2014,,Whitechapel Bell Foundry,,,flat,unturned,,89,Y
8248,Alexandria,"Immanuel Chapel, Virginia Theological Seminary","Virginia, United States of America",13507,,38.81981,-77.09261,3508,full-circle ring,8,3,,447,,1313.8,E,26.50,2014,,Whitechapel Bell Foundry,,,flat,unturned,,89,Y
8249,Alexandria,"Immanuel Chapel, Virginia Theological Seminary","Virginia, United States of America",13507,,38.81981,-77.09261,3508,full-circle ring,8,4,,499,,1173.3,D,28.00,2014,,Whitechapel Bell Foundry,,,flat,unturned,,89,Y
8250,Alexandria,"Immanuel Chapel, Virginia Theological Seminary","Virginia, United States of America",13507,,38.81981,-77.09261,3508,full-circle ring,8,5,,613,,1047.9,C,30.25,2014,,Whitechapel Bell Foundry,,,flat,unturned,,89,Y
8251,Alexandria,"Immanuel Chapel, Virginia Theological Seminary","Virginia, United States of America",13507,,38.81981,-77.09261,3508,full-circle ring,8,6,,687,,982.5,B,31.75,2014,,Whitechapel Bell Foundry,,,flat,unturned,,89,Y
8252,Alexandria,"Immanuel Chapel, Virginia Theological Seminary","Virginia, United States of America",13507,,38.81981,-77.09261,3508,full-circle ring,8,7,,872,,877.6,A,35.00,2014,,Whitechapel Bell Foundry,,,flat,unturned,,89,Y
98,Alexandria,"Immanuel Chapel, Virginia Theological Seminary","Virginia, United States of America",13507,,38.81981,-77.09261,3508,full-circle ring,8,8,,1218,,784.0,G,39.00,2014,,Whitechapel Bell Foundry,,,flat,unturned,,89,Y
9213,Atlanta,S Luke,"Georgia, United States of America",14361,,33.76628,-84.38504,4362,full-circle ring,10,1,,410,,,A,,2000,,Eijsbouts,,,flat,,,9073,Y
9214,Atlanta,S Luke,"Georgia, United States of America",14361,,33.76628,-84.38504,4362,full-circle ring,10,2,,406,,,G,,2000,,Eijsbouts,,,flat,,,9073,Y
9215,Atlanta,S Luke,"Georgia, United States of America",14361,,33.76628,-84.38504,4362,full-circle ring,10,3,,478,,,F,27.00,1924,,Mears & Stainbank,,,,,,9073,Y
9216,Atlanta,S Luke,"Georgia, United States of America",14361,,33.76628,-84.38504,4362,full-circle ring,10,4,,486,,,E,27.38,1924,,Mears & Stainbank,,,,,,9073,Y
9217,Atlanta,S Luke,"Georgia, United States of America",14361,,33.76628,-84.38504,4362,full-circle ring,10,5,,552,,,D,29.38,1924,,Mears & Stainbank,,,,,,9073,Y
9218,Atlanta,S Luke,"Georgia, United States of America",14361,,33.76628,-84.38504,4362,full-circle ring,10,6,,655,,,C,31.88,1924,,Mears & Stainbank,,,,,,9073,Y
9219,Atlanta,S Luke,"Georgia, United States of America",14361,,33.76628,-84.38504,4362,full-circle ring,10,7,,722,,,B♭,33.75,1924,,Mears & Stainbank,,,,,,9073,Y
9220,Atlanta,S Luke,"Georgia, United States of America",14361,,33.76628,-84.38504,4362,full-circle ring,10,8,,833,,,A,35.63,1924,,Mears & Stainbank,,,,,,9073,Y
9221,Atlanta,S Luke,"Georgia, United States of America",14361,,33.76628,-84.38504,4362,full-circle ring,10,9,,1061,,,G,39.00,1924,,Mears & Stainbank,,,,,,9073,Y
299,Atlanta,S Luke,"Georgia, United States of America",14361,,33.76628,-84.38504,4362,full-circle ring,10,10,,1498,,,F,43.50,1924,,Mears & Stainbank,,,,,,9073,Y
9270,Augusta,The Good Shepherd,"Georgia, United States of America",16381,,33.47627,-82.01464,6382,full-circle ring,8,1,,415,,1546.0,G,24.81,2003,,Whitechapel Bell Foundry,,,flat,unturned,,292,Y
9271,Augusta,The Good Shepherd,"Georgia, United States of America",16381,,33.47627,-82.01464,6382,full-circle ring,8,2,,433,,1450.4,F♯,25.50,2003,,Whitechapel Bell Foundry,,,flat,unturned,,292,Y
9272,Augusta,The Good Shepherd,"Georgia, United States of America",16381,,33.47627,-82.01464,6382,full-circle ring,8,3,,442,,1292.2,E,26.38,2003,,Whitechapel Bell Foundry,,,flat,unturned,,292,Y
9273,Augusta,The Good Shepherd,"Georgia, United States of America",16381,,33.47627,-82.01464,6382,full-circle ring,8,4,,501,,1155.0,D,28.00,2003,,Whitechapel Bell Foundry,,,flat,unturned,,292,Y
9274,Augusta,The Good Shepherd,"Georgia, United States of America",16381,,33.47627,-82.01464,6382,full-circle ring,8,5,,599,,1030.4,C,30.38,2003,,Whitechapel Bell Foundry,,,flat,unturned,,292,Y
9275,Augusta,The Good Shepherd,"Georgia, United States of America",16381,,33.47627,-82.01464,6382,full-circle ring,8,6,,685,,966.6,B,31.50,2003,,Whitechapel Bell Foundry,,,flat,unturned,,292,Y
9276,Augusta,The Good Shepherd,"Georgia, United States of America",16381,,33.47627,-82.01464,6382,full-circle ring,8,7,,901,,864.4,A,34.88,2003,,Whitechapel Bell Foundry,,,flat,unturned,,292,Y
309,Augusta,The Good Shepherd,"Georgia, United States of America",16381,,33.47627,-82.01464,6382,full-circle ring,8,8,,1257,,772.7,G,39.00,2003,,Whitechapel Bell Foundry,,,flat,unturned,,292,Y
11214,Birmingham,Cath Ch of S Paul (RC),"Alabama, United States of America",16786,,33.51786,-86.80498,6787,full-circle ring,8,1,,464,,1476.4,F♯,25.94,2006,,Whitechapel Bell Foundry,,,flat,unturned,,702,Y
11215,Birmingham,Cath Ch of S Paul (RC),"Alabama, United States of America",16786,,33.51786,-86.80498,6787,full-circle ring,8,2,,467,,1383.6,E♯,26.31,2006,,Whitechapel Bell Foundry,,,flat,unturned,,702,Y
11216,Birmingham,Cath Ch of S Paul (RC),"Alabama, United States of America",16786,,33.51786,-86.80498,6787,full-circle ring,8,3,,519,,1233.8,D♯,27.88,2006,,Whitechapel Bell Foundry,,,flat,unturned,,702,Y
11217,Birmingham,Cath Ch of S Paul (RC),"Alabama, United States of America",16786,,33.51786,-86.80498,6787,full-circle ring,8,4,,550,,1103.8,C♯,29.19,2006,,Whitechapel Bell Foundry,,,flat,unturned,,702,Y
11218,Birmingham,Cath Ch of S Paul (RC),"Alabama, United States of America",16786,,33.51786,-86.80498,6787,full-circle ring,8,5,,671,,984.8,B,31.50,2006,,Whitechapel Bell Foundry,,,flat,unturned,,702,Y
11219,Birmingham,Cath Ch of S Paul (RC),"Alabama, United States of America",16786,,33.51786,-86.80498,6787,full-circle ring,8,6,,750,,922.7,A♯,33.00,2006,,Whitechapel Bell Foundry,,,flat,unturned,,702,Y
11220,Birmingham,Cath Ch of S Paul (RC),"Alabama, United States of America",16786,,33.51786,-86.80498,6787,full-circle ring,8,7,,1019,,825.3,G♯,36.88,2006,,Whitechapel Bell Foundry,,,flat,unturned,,702,Y
684,Birmingham,Cath Ch of S Paul (RC),"Alabama, United States of America",16786,,33.51786,-86.80498,6787,full-circle ring,8,8,,1495,,738.2,F♯,41.38,2006,,Whitechapel Bell Foundry,,,flat,unturned,,702,Y
12115,Boston,"Christ Church, Old North","Massachusetts, United States of America",12291,,42.36640,-71.05455,2292,full-circle ring,8,1,,620,,1387.0,F,,1744,,Abel Rudhall,,,removed,turned,,885,Y
12116,Boston,"Christ Church, Old North","Massachusetts, United States of America",12291,,42.36640,-71.05455,2292,full-circle ring,8,2,,622,,1300.5,E,,1744,,Abel Rudhall,,,removed,turned,,885,Y
12117,Boston,"Christ Church, Old North","Massachusetts, United States of America",12291,,42.36640,-71.05455,2292,full-circle ring,8,3,,703,,1150.5,D,,1744,,Abel Rudhall,,,removed,turned,,885,Y
12118,Boston,"Christ Church, Old North","Massachusetts, United States of America",12291,,42.36640,-71.05455,2292,full-circle ring,8,4,,815,,1033.0,C,,1744,,Abel Rudhall,,,removed,turned,,885,Y
12119,Boston,"Christ Church, Old North","Massachusetts, United States of America",12291,,42.36640,-71.05455,2292,full-circle ring,8,5,,833,,921.0,B♭,,1744,,Abel Rudhall,,,removed,turned,,885,Y
12120,Boston,"Christ Church, Old North","Massachusetts, United States of America",12291,,42.36640,-71.05455,2292,full-circle ring,8,6,,948,,864.0,A,,1744,,Abel Rudhall,,,removed,turned,,885,Y
12121,Boston,"Christ Church, Old North","Massachusetts, United States of America",12291,,42.36640,-71.05455,2292,full-circle ring,8,7,,1200,,772.5,G,,1744,,Abel Rudhall,,,removed,turned,,885,Y
851,Boston,"Christ Church, Old North","Massachusetts, United States of America",12291,,42.36640,-71.05455,2292,full-circle ring,8,8,,1545,,691.0,F,,1744,,Abel Rudhall,,,removed,turned,,885,Y
12108,Boston,The Advent,"Massachusetts, United States of America",11198,,42.35771,-71.07175,1199,full-circle ring,8,1,,666,,,E,30.00,1900,,Mears & Stainbank,,,removed,quarter,,,Y
12109,Boston,The Advent,"Massachusetts, United States of America",11198,,42.35771,-71.07175,1199,full-circle ring,8,2,,708,,1228.5,D♯,31.00,1900,,Mears & Stainbank,,,removed,quarter,,,Y
12110,Boston,The Advent,"Massachusetts, United States of America",11198,,42.35771,-71.07175,1199,full-circle ring,8,3,,781,,1093.0,C♯,33.00,1900,,Mears & Stainbank,,,removed,quarter,,,Y
12111,Boston,The Advent,"Massachusetts, United States of America",11198,,42.35771,-71.07175,1199,full-circle ring,8,4,,951,,964.0,B,35.50,1900,,Mears & Stainbank,,,removed,quarter,,,Y
12112,Boston,The Advent,"Massachusetts, United States of America",11198,,42.35771,-71.07175,1199,full-circle ring,8,5,,1065,,871.5,A,38.00,1900,,Mears & Stainbank,,,removed,quarter,,,Y
12113,Boston,The Advent,"Massachusetts, United States of America",11198,,42.35771,-71.07175,1199,full-circle ring,8,6,,1198,,812.0,G♯,40.00,1900,,Mears & Stainbank,,,removed,quarter,,,Y
12114,Boston,The Advent,"Massachusetts, United States of America",11198,,42.35771,-71.07175,1199,full-circle ring,8,7,,1553,,720.0,F♯,44.00,1900,,Mears & Stainbank,,,removed,quarter,,,Y
850,Boston,The Advent,"Massachusetts, United States of America",11198,,42.35771,-71.07175,1199,full-circle ring,8,8,,2163,,643.0,E,49.00,1900,,Mears & Stainbank,,,removed,quarter,,,Y
12874,Brewster,"Chapel of S Cuthbert, Community of the Holy Spirit","New York, United States of America",10265,,41.40568,-73.55029,266,full-circle ring,8 U/R,1,Genie,312,,1762.0,A,22.75,1973,,Whitechapel Bell Foundry,,,flat,unturned,,,
12875,Brewster,"Chapel of S Cuthbert, Community of the Holy Spirit","New York, United States of America",10265,,41.40568,-73.55029,266,full-circle ring,8 U/R,2,St Mary,336,,1661.0,G♯,23.75,1973,,Whitechapel Bell Foundry,,,flat,unturned,,,
12876,Brewster,"Chapel of S Cuthbert, Community of the Holy Spirit","New York, United States of America",10265,,41.40568,-73.55029,266,full-circle ring,8 U/R,3,Ruth,367,,1480.0,F♯,25.00,1973,,Whitechapel Bell Foundry,,,flat,unturned,,,
12877,Brewster,"Chapel of S Cuthbert, Community of the Holy Spirit","New York, United States of America",10265,,41.40568,-73.55029,266,full-circle ring,8 U/R,4,Aidan,441,,1318.5,E,27.00,1973,,Whitechapel Bell Foundry,,,flat,unturned,,,
12878,Brewster,"Chapel of S Cuthbert, Community of the Holy Spirit","New York, United States of America",10265,,41.40568,-73.55029,266,full-circle ring,8 U/R,5,Abbie,516,,1174.6,D,28.75,1973,,Whitechapel Bell Foundry,,,flat,unturned,,,
12879,Brewster,"Chapel of S Cuthbert, Community of the Holy Spirit","New York, United States of America",10265,,41.40568,-73.55029,266,full-circle ring,8 U/R,6,Angela,547,,1108.8,C♯,29.75,1973,,Whitechapel Bell Foundry,,,flat,unturned,,,
12880,Brewster,"Chapel of S Cuthbert, Community of the Holy Spirit","New York, United States of America",10265,,41.40568,-73.55029,266,full-circle ring,8 U/R,7,William,731,,987.8,B,32.75,1973,,Whitechapel Bell Foundry,,,flat,unturned,,,
1001,Brewster,"Chapel of S Cuthbert, Community of the Holy Spirit","New York, United States of America",10265,,41.40568,-73.55029,266,full-circle ring,8 U/R,8,Michael,946,,880.0,A,35.88,1973,,Whitechapel Bell Foundry,,,flat,unturned,,,
13962,Burlington,S Mary,"New Jersey, United States of America",10020,,40.07713,-74.86172,21,full-circle ring,8,1,,703,,1292.5,E,,1866,,Mears & Stainbank,,,doncaster,unturned,,8676,Y
13963,Burlington,S Mary,"New Jersey, United States of America",10020,,40.07713,-74.86172,21,full-circle ring,8,2,,741,,1207.0,D,,1866,,Mears & Stainbank,,,doncaster,unturned,,8676,Y
13964,Burlington,S Mary,"New Jersey, United States of America",10020,,40.07713,-74.86172,21,full-circle ring,8,3,,806,,1069.0,C,,1866,,Mears & Stainbank,,,doncaster,unturned,,8676,Y
13965,Burlington,S Mary,"New Jersey, United States of America",10020,,40.07713,-74.86172,21,full-circle ring,8,4,,958,,951.5,B♭,,1866,,Mears & Stainbank,,,doncaster,unturned,,8676,Y
13966,Burlington,S Mary,"New Jersey, United States of America",10020,,40.07713,-74.86172,21,full-circle ring,8,5,,1165,,847.5,A♭,,1866,,Mears & Stainbank,,,doncaster,unturned,,8676,Y
13967,Burlington,S Mary,"New Jersey, United States of America",10020,,40.07713,-74.86172,21,full-circle ring,8,6,,1348,,802.5,G,,1866,,Mears & Stainbank,,,doncaster,unturned,,8676,Y
13968,Burlington,S Mary,"New Jersey, United States of America",10020,,40.07713,-74.86172,21,full-circle ring,8,7,,1681,,706.5,F,,1866,,Mears & Stainbank,,,doncaster,unturned,,8676,Y
1208,Burlington,S Mary,"New Jersey, United States of America",10020,,40.07713,-74.86172,21,full-circle ring,8,8,,2468,,632.0,E♭,,1866,,Mears & Stainbank,,,doncaster,unturned,,8676,Y
64487,Carmel,The Carmel Campanile,"Indiana, United States of America",25200,,,,17260,lightweight ring,8,1,,,,,F♯,,2001,,Bowditch & Higby,,,,,,,
64488,Carmel,The Carmel Campanile,"Indiana, United States of America",25200,,,,17260,lightweight ring,8,2,,,,,E♯,,2001,,Bowditch & Higby,,,,,,,
64489,Carmel,The Carmel Campanile,"Indiana, United States of America",25200,,,,17260,lightweight ring,8,3,,,,,D♯,,2001,,Bowditch & Higby,,,,,,,
64490,Carmel,The Carmel Campanile,"Indiana, United States of America",25200,,,,17260,lightweight ring,8,4,,,,,C♯,,2001,,Bowditch & Higby,,,,,,,
64491,Carmel,The Carmel Campanile,"Indiana, United States of America",25200,,,,17260,lightweight ring,8,5,,,,,B,,2001,,Bowditch & Higby,,,,,,,
64492,Carmel,The Carmel Campanile,"Indiana, United States of America",25200,,,,17260,lightweight ring,8,6,,,,,A♯,,2001,,Bowditch & Higby,,,,,,,
64493,Carmel,The Carmel Campanile,"Indiana, United States of America",25200,,,,17260,lightweight ring,8,7,,,,,G♯,,2001,,Bowditch & Higby,,,,,,,
64494,Carmel,The Carmel Campanile,"Indiana, United States of America",25200,,,,17260,lightweight ring,8,8,,10.1875,,750.0,F♯,,2001,,Bowditch & Higby,,,,,,,
15152,Charleston,Cath Ch of S Luke & S Paul,"South Carolina, United States of America",15062,,32.78697,-79.94035,5063,full-circle ring,8,1,,416,,,G,,2000,,Eijsbouts,,,flat,,,,Y
15153,Charleston,Cath Ch of S Luke & S Paul,"South Carolina, United States of America",15062,,32.78697,-79.94035,5063,full-circle ring,8,2,,446,,,F♯,,2000,,Eijsbouts,,,flat,,,,Y
15154,Charleston,Cath Ch of S Luke & S Paul,"South Carolina, United States of America",15062,,32.78697,-79.94035,5063,full-circle ring,8,3,,512,,,E,27.40,1882,,John Taylor & Co,,,,,,,Y
15155,Charleston,Cath Ch of S Luke & S Paul,"South Carolina, United States of America",15062,,32.78697,-79.94035,5063,full-circle ring,8,4,,631,,,D,30.00,1882,,John Taylor & Co,,,,,,,Y
15156,Charleston,Cath Ch of S Luke & S Paul,"South Carolina, United States of America",15062,,32.78697,-79.94035,5063,full-circle ring,8,5,,764,,,C,32.40,1882,,John Taylor & Co,,,,,,,Y
15157,Charleston,Cath Ch of S Luke & S Paul,"South Carolina, United States of America",15062,,32.78697,-79.94035,5063,full-circle ring,8,6,,880,,,B,34.10,1882,,John Taylor & Co,,,,,,,Y
15158,Charleston,Cath Ch of S Luke & S Paul,"South Carolina, United States of America",15062,,32.78697,-79.94035,5063,full-circle ring,8,7,,1159,,,A,37.60,1882,,John Taylor & Co,,,,,,,Y
1443,Charleston,Cath Ch of S Luke & S Paul,"South Carolina, United States of America",15062,,32.78697,-79.94035,5063,full-circle ring,8,8,,1596,,,G,42.40,1881,,John Taylor & Co,,,,,,,Y
15159,Charleston,Grace Church Cathedral,"South Carolina, United States of America",16377,,32.78179,-79.93661,6378,full-circle ring,10,1,,550,,1567.0,G,26.81,1999,,Whitechapel Bell Foundry,,,flat,,,,Y
15160,Charleston,Grace Church Cathedral,"South Carolina, United States of America",16377,,32.78179,-79.93661,6378,full-circle ring,10,2,,588,,1397.0,F,27.94,1999,,Whitechapel Bell Foundry,,,flat,,,,Y
15161,Charleston,Grace Church Cathedral,"South Carolina, United States of America",16377,,32.78179,-79.93661,6378,full-circle ring,10,3,,626,,1247.0,E♭,29.75,1883,,John Warner & Sons,,,removed,,,,Y
15162,Charleston,Grace Church Cathedral,"South Carolina, United States of America",16377,,32.78179,-79.93661,6378,full-circle ring,10,4,,681,,1176.0,D,30.94,1883,,John Warner & Sons,,,removed,,,,Y
15163,Charleston,Grace Church Cathedral,"South Carolina, United States of America",16377,,32.78179,-79.93661,6378,full-circle ring,10,5,,737,,1047.0,C,32.69,1883,,John Warner & Sons,,,removed,,,,Y
15164,Charleston,Grace Church Cathedral,"South Carolina, United States of America",16377,,32.78179,-79.93661,6378,full-circle ring,10,6,,798,,932.4,B♭,34.44,1883,,John Warner & Sons,,,removed,,,,Y
15165,Charleston,Grace Church Cathedral,"South Carolina, United States of America",16377,,32.78179,-79.93661,6378,full-circle ring,10,7,,1002,,830.6,A♭,37.56,1883,,John Warner & Sons,,,removed,,,,Y
15166,Charleston,Grace Church Cathedral,"South Carolina, United States of America",16377,,32.78179,-79.93661,6378,full-circle ring,10,8,,1139,,782.6,G,39.50,1883,,John Warner & Sons,,,removed,,,,Y
15167,Charleston,Grace Church Cathedral,"South Carolina, United States of America",16377,,32.78179,-79.93661,6378,full-circle ring,10,9,,1453,,698.5,F,43.56,1883,,John Warner & Sons,,,removed,,,,Y
1444,Charleston,Grace Church Cathedral,"South Carolina, United States of America",16377,,32.78179,-79.93661,6378,full-circle ring,10,10,,1875,,622.0,E♭,48.44,1883,,John Warner & Sons,,,removed,,,,Y
15168,Charleston,S Michael,"South Carolina, United States of America",14807,,32.77627,-79.93094,4808,full-circle ring,8,1,,509,,1288.0,E♭,30.00,1866,,Mears & Stainbank,,,removed,eighth,,1486,Y
15169,Charleston,S Michael,"South Carolina, United States of America",14807,,32.77627,-79.93094,4808,full-circle ring,8,2,,594,,1213.0,D,31.00,1866,,Mears & Stainbank,,,removed,eighth,,1486,Y
15170,Charleston,S Michael,"South Carolina, United States of America",14807,,32.77627,-79.93094,4808,full-circle ring,8,3,,722,,1081.0,C,33.00,1866,,Mears & Stainbank,,,removed,eighth,,1486,Y
15171,Charleston,S Michael,"South Carolina, United States of America",14807,,32.77627,-79.93094,4808,full-circle ring,8,4,,768,,962.0,B♭,35.00,1866,,Mears & Stainbank,,,removed,eighth,,1486,Y
15172,Charleston,S Michael,"South Carolina, United States of America",14807,,32.77627,-79.93094,4808,full-circle ring,8,5,,927,,857.0,A♭,38.00,1866,,Mears & Stainbank,,,removed,eighth,,1486,Y
15173,Charleston,S Michael,"South Carolina, United States of America",14807,,32.77627,-79.93094,4808,full-circle ring,8,6,,1058,,809.0,G,40.00,1866,,Mears & Stainbank,,,removed,eighth,,1486,Y
15174,Charleston,S Michael,"South Carolina, United States of America",14807,,32.77627,-79.93094,4808,full-circle ring,8,7,,1359,,720.8,F,43.00,1866,,Mears & Stainbank,,,removed,eighth,,1486,Y
1445,Charleston,S Michael,"South Carolina, United States of America",14807,,32.77627,-79.93094,4808,full-circle ring,8,8,,1943,,642.5,E♭,48.00,1880,,Mears & Stainbank,,,removed,eighth,,1486,Y
15175,Charleston,"Stella Maris, Sullivan's Island (RC)","South Carolina, United States of America",14830,,32.76061,-79.85854,4831,full-circle ring,8,1,,221,,2218.0,C♯,19.56,1995,,Whitechapel Bell Foundry,,,flat,unturned,,7855,Y
15176,Charleston,"Stella Maris, Sullivan's Island (RC)","South Carolina, United States of America",14830,,32.76061,-79.85854,4831,full-circle ring,8,2,,226,,2093.0,B♯,19.88,1995,,Whitechapel Bell Foundry,,,flat,unturned,,7855,Y
15177,Charleston,"Stella Maris, Sullivan's Island (RC)","South Carolina, United States of America",14830,,32.76061,-79.85854,4831,full-circle ring,8,3,,250,,1864.0,A♯,20.88,1995,,Whitechapel Bell Foundry,,,flat,unturned,,7855,Y
15178,Charleston,"Stella Maris, Sullivan's Island (RC)","South Carolina, United States of America",14830,,32.76061,-79.85854,4831,full-circle ring,8,4,,265,,1661.0,G♯,22.13,1995,,Whitechapel Bell Foundry,,,flat,unturned,,7855,Y
15179,Charleston,"Stella Maris, Sullivan's Island (RC)","South Carolina, United States of America",14830,,32.76061,-79.85854,4831,full-circle ring,8,5,,298,,1480.0,F♯,23.31,1995,,Whitechapel Bell Foundry,,,flat,unturned,,7855,Y
15180,Charleston,"Stella Maris, Sullivan's Island (RC)","South Carolina, United States of America",14830,,32.76061,-79.85854,4831,full-circle ring,8,6,,325,,1397.0,E♯,24.19,1995,,Whitechapel Bell Foundry,,,flat,unturned,,7855,Y
15181,Charleston,"Stella Maris, Sullivan's Island (RC)","South Carolina, United States of America",14830,,32.76061,-79.85854,4831,full-circle ring,8,7,,425,,1244.4,D♯,26.44,1995,,Whitechapel Bell Foundry,,,flat,unturned,,7855,Y
1446,Charleston,"Stella Maris, Sullivan's Island (RC)","South Carolina, United States of America",14830,,32.76061,-79.85854,4831,full-circle ring,8,8,,517,,1108.7,C♯,28.63,1995,,Whitechapel Bell Foundry,,,flat,unturned,,7855,Y
63740,Chicago,"Mitchell Tower, University of Chicago","Illinois, United States of America",11762,,41.79125,-87.59828,17625,carillon,72,Bass,,36990,,,C♯,,1931,,Gillett & Johnston,,,flat,unturned,,,
