Bell ID,Place,Dedication,Region,Tower ID,Grid Ref,Latitude,Longitude,Ring ID,Collection Type,Ring Size,Bell Role,Bell Name,Weight (lbs),Weight (approx),Nominal (Hz),Note,Diameter (in),Cast Date,Listed,Founder,Founder Uncertain,Caster,Canons,Turnings,Cracked,Frame ID,In Pit
63876,Washington,Cath Ch of S Peter & S Paul,"District of Columbia, United States of America",14848,,38.93061,-77.07078,17620,carillon,53,18,,80,,2489.0,D♯,14.13,1961,,John Taylor & Co,,,flat,unturned,,,
63877,Washington,Cath Ch of S Peter & S Paul,"District of Columbia, United States of America",14848,,38.93061,-77.07078,17620,carillon,53,19,,93,,2348.0,D,15.00,1961,,John Taylor & Co,,,flat,unturned,,,
63878,Washington,Cath Ch of S Peter & S Paul,"District of Columbia, United States of America",14848,,38.93061,-77.07078,17620,carillon,53,20,,111,,2218.0,C♯,16.00,1961,,John Taylor & Co,,,flat,unturned,,,
63879,Washington,Cath Ch of S Peter & S Paul,"District of Columbia, United States of America",14848,,38.93061,-77.07078,17620,carillon,53,21,,135,,2093.0,C,17.00,1961,,John Taylor & Co,,,flat,unturned,,,
63880,Washington,Cath Ch of S Peter & S Paul,"District of Columbia, United States of America",14848,,38.93061,-77.07078,17620,carillon,53,22,,159,,1974.0,B,18.00,1961,,John Taylor & Co,,,flat,unturned,,,
63881,Washington,Cath Ch of S Peter & S Paul,"District of Columbia, United States of America",14848,,38.93061,-77.07078,17620,carillon,53,23,,196,,1865.0,A♯,19.13,1961,,John Taylor & Co,,,flat,unturned,,,
63882,Washington,Cath Ch of S Peter & S Paul,"District of Columbia, United States of America",14848,,38.93061,-77.07078,17620,carillon,53,24,,220,,1760.0,A,20.00,1961,,John Taylor & Co,,,flat,unturned,,,
63883,Washington,Cath Ch of S Peter & S Paul,"District of Columbia, United States of America",14848,,38.93061,-77.07078,17620,carillon,53,25,,260,,1665.0,G♯,21.13,1961,,John Taylor & Co,,,flat,unturned,,,
63884,Washington,Cath Ch of S Peter & S Paul,"District of Columbia, United States of America",14848,,38.93061,-77.07078,17620,carillon,53,26,,276,,1568.0,G,21.88,1961,,John Taylor & Co,,,flat,unturned,,,
63885,Washington,Cath Ch of S Peter & S Paul,"District of Columbia, United States of America",14848,,38.93061,-77.07078,17620,carillon,53,27,,314,,1480.0,F♯,23.00,1961,,John Taylor & Co,,,flat,unturned,,,
63886,Washington,Cath Ch of S Peter & S Paul,"District of Columbia, United States of America",14848,,38.93061,-77.07078,17620,carillon,53,28,,368,,1399.0,F,23.88,1961,,John Taylor & Co,,,flat,unturned,,,
63887,Washington,Cath Ch of S Peter & S Paul,"District of Columbia, United States of America",14848,,38.93061,-77.07078,17620,carillon,53,29,,393,,1318.0,E,25.00,1961,,John Taylor & Co,,,flat,unturned,,,
63888,Washington,Cath Ch of S Peter & S Paul,"District of Columbia, United States of America",14848,,38.93061,-77.07078,17620,carillon,53,30,,434,,1244.0,D♯,26.00,1961,,John Taylor & Co,,,flat,unturned,,,
63889,Washington,Cath Ch of S Peter & S Paul,"District of Columbia, United States of America",14848,,38.93061,-77.07078,17620,carillon,53,31,,522,,1174.0,D,27.50,1961,,John Taylor & Co,,,flat,unturned,,,
63890,Washington,Cath Ch of S Peter & S Paul,"District of Columbia, United States of America",14848,,38.93061,-77.07078,17620,carillon,53,32,,614,,1099.0,C♯,29.00,1961,,John Taylor & Co,,,flat,unturned,,,
63891,Washington,Cath Ch of S Peter & S Paul,"District of Columbia, United States of America",14848,,38.93061,-77.07078,17620,carillon,53,33,,704,,1046.0,C,30.50,1961,,John Taylor & Co,,,flat,unturned,,,
63892,Washington,Cath Ch of S Peter & S Paul,"District of Columbia, United States of America",14848,,38.93061,-77.07078,17620,carillon,53,34,,815,,989.0,B,32.00,1961,,John Taylor & Co,,,flat,unturned,,,
63893,Washington,Cath Ch of S Peter & S Paul,"District of Columbia, United States of America",14848,,38.93061,-77.07078,17620,carillon,53,35,,955,,932.0,A♯,34.13,1961,,John Taylor & Co,,,flat,unturned,,,
63894,Washington,Cath Ch of S Peter & S Paul,"District of Columbia, United States of America",14848,,38.93061,-77.07078,17620,carillon,53,36,,1130,,880.0,A,36.00,1961,,John Taylor & Co,,,flat,unturned,,,
63895,Washington,Cath Ch of S Peter & S Paul,"District of Columbia, United States of America",14848,,38.93061,-77.07078,17620,carillon,53,37,,1338,,823.0,G♯,38.13,1961,,John Taylor & Co,,,flat,unturned,,,
63896,Washington,Cath Ch of S Peter & S Paul,"District of Columbia, United States of America",14848,,38.93061,-77.07078,17620,carillon,53,38,,1397,,798.0,G,40.75,1961,,John Taylor & Co,,,flat,unturned,,,
63897,Washington,Cath Ch of S Peter & S Paul,"District of Columbia, United States of America",14848,,38.93061,-77.07078,17620,carillon,53,39,,1696,,740.0,F♯,43.75,1961,,John Taylor & Co,,,flat,unturned,,,
63898,Washington,Cath Ch of S Peter & S Paul,"District of Columbia, United States of America",14848,,38.93061,-77.07078,17620,carillon,53,40,,2058,,699.0,F,45.50,1961,,John Taylor & Co,,,flat,unturned,,,
63899,Washington,Cath Ch of S Peter & S Paul,"District of Columbia, United States of America",14848,,38.93061,-77.07078,17620,carillon,53,41,,2267,,660.0,E,47.88,1961,,John Taylor & Co,,,flat,unturned,,,
63900,Washington,Cath Ch of S Peter & S Paul,"District of Columbia, United States of America",14848,,38.93061,-77.07078,17620,carillon,53,42,,2828,,622.0,D♯,51.06,1961,,John Taylor & Co,,,flat,unturned,,,
63901,Washington,Cath Ch of S Peter & S Paul,"District of Columbia, United States of America",14848,,38.93061,-77.07078,17620,carillon,53,43,,3372,,587.0,D,54.00,1961,,John Taylor & Co,,,flat,unturned,,,
63902,Washington,Cath Ch of S Peter & S Paul,"District of Columbia, United States of America",14848,,38.93061,-77.07078,17620,carillon,53,44,,3905,,555.0,C♯,57.00,1961,,John Taylor & Co,,,flat,unturned,,,
63903,Washington,Cath Ch of S Peter & S Paul,"District of Columbia, United States of America",14848,,38.93061,-77.07078,17620,carillon,53,45,,4980,,523.0,C,60.50,1961,,John Taylor & Co,,,flat,unturned,,,
63904,Washington,Cath Ch of S Peter & S Paul,"District of Columbia, United States of America",14848,,38.93061,-77.07078,17620,carillon,53,46,,5401,,494.0,B,63.63,1961,,John Taylor & Co,,,flat,unturned,,,
63905,Washington,Cath Ch of S Peter & S Paul,"District of Columbia, United States of America",14848,,38.93061,-77.07078,17620,carillon,53,47,,6863,,466.0,A♯,68.00,1961,,John Taylor & Co,,,flat,unturned,,,
63906,Washington,Cath Ch of S Peter & S Paul,"District of Columbia, United States of America",14848,,38.93061,-77.07078,17620,carillon,53,48,,7877,,440.0,A,72.25,1961,,John Taylor & Co,,,flat,unturned,,,
63907,Washington,Cath Ch of S Peter & S Paul,"District of Columbia, United States of America",14848,,38.93061,-77.07078,17620,carillon,53,49,,9416,,416.0,G♯,76.00,1961,,John Taylor & Co,,,flat,unturned,,,
63908,Washington,Cath Ch of S Peter & S Paul,"District of Columbia, United States of America",14848,,38.93061,-77.07078,17620,carillon,53,50,,11036,,393.0,G,80.88,1961,,John Taylor & Co,,,flat,unturned,,,
63909,Washington,Cath Ch of S Peter & S Paul,"District of Columbia, United States of America",14848,,38.93061,-77.07078,17620,carillon,53,51,,13300,,370.0,F♯,85.50,1961,,John Taylor & Co,,,flat,unturned,,,
63910,Washington,Cath Ch of S Peter & S Paul,"District of Columbia, United States of America",14848,,38.93061,-77.07078,17620,carillon,53,52,,16016,,349.0,F,91.00,1961,,John Taylor & Co,,,flat,unturned,,,
63738,Washington,Cath Ch of S Peter & S Paul,"District of Columbia, United States of America",14848,,38.93061,-77.07078,17620,carillon,53,53,,23660,,310.0,D♯,103.50,1961,,John Taylor & Co,,,flat,unturned,,,
44451,Washington,Cath Ch of S Peter & S Paul,"District of Columbia, United States of America",14848,,38.93061,-77.07078,4849,full-circle ring,10,1,,608,,1468.0,F♯,28.00,1962,,Mears & Stainbank,,,flat,unturned,,7134,Y
44452,Washington,Cath Ch of S Peter & S Paul,"District of Columbia, United States of America",14848,,38.93061,-77.07078,4849,full-circle ring,10,2,,627,,1324.0,E,29.00,1962,,Mears & Stainbank,,,flat,unturned,,7134,Y
44453,Washington,Cath Ch of S Peter & S Paul,"District of Columbia, United States of America",14848,,38.93061,-77.07078,4849,full-circle ring,10,3,,712,,1176.0,D,31.00,1962,,Mears & Stainbank,,,flat,unturned,,7134,Y
44454,Washington,Cath Ch of S Peter & S Paul,"District of Columbia, United States of America",14848,,38.93061,-77.07078,4849,full-circle ring,10,4,,722,,1100.0,C♯,32.00,1962,,Mears & Stainbank,,,flat,unturned,,7134,Y
44455,Washington,Cath Ch of S Peter & S Paul,"District of Columbia, United States of America",14848,,38.93061,-77.07078,4849,full-circle ring,10,5,,851,,976.0,B,34.00,1962,,Mears & Stainbank,,,flat,unturned,,7134,Y
44456,Washington,Cath Ch of S Peter & S Paul,"District of Columbia, United States of America",14848,,38.93061,-77.07078,4849,full-circle ring,10,6,,1071,,880.0,A,37.00,1962,,Mears & Stainbank,,,flat,unturned,,7134,Y
44457,Washington,Cath Ch of S Peter & S Paul,"District of Columbia, United States of America",14848,,38.93061,-77.07078,4849,full-circle ring,10,7,,1450,,782.0,G,41.00,1962,,Mears & Stainbank,,,flat,unturned,,7134,Y
44458,Washington,Cath Ch of S Peter & S Paul,"District of Columbia, United States of America",14848,,38.93061,-77.07078,4849,full-circle ring,10,8,,1753,,732.0,F♯,44.00,1962,,Mears & Stainbank,,,flat,unturned,,7134,Y
44459,Washington,Cath Ch of S Peter & S Paul,"District of Columbia, United States of America",14848,,38.93061,-77.07078,4849,full-circle ring,10,9,,2320,,660.0,E,49.00,1962,,Mears & Stainbank,,,flat,unturned,,7134,Y
7135,Washington,Cath Ch of S Peter & S Paul,"District of Columbia, United States of America",14848,,38.93061,-77.07078,4849,full-circle ring,10,10,,3588,,586.0,D,55.13,1962,,Mears & Stainbank,,,flat,unturned,,7134,Y
44460,Washington,Cath Ch of S Peter & S Paul,"District of Columbia, United States of America",14848,,38.93061,-77.07078,9095,other bells,,Display,,108,,,,15.88,c1380,,Lynn foundry,,,conventional,,,,
44461,Washington,Old Post Office Tower,"District of Columbia, United States of America",15305,,38.89445,-77.02750,5306,full-circle ring,10,1,,581,,1484.5,F♯,28.00,1976,,Whitechapel Bell Foundry,,,flat,unturned,,7135,Y
44462,Washington,Old Post Office Tower,"District of Columbia, United States of America",15305,,38.89445,-77.02750,5306,full-circle ring,10,2,,632,,1322.0,E,29.00,1976,,Whitechapel Bell Foundry,,,flat,unturned,,7135,Y
44463,Washington,Old Post Office Tower,"District of Columbia, United States of America",15305,,38.89445,-77.02750,5306,full-circle ring,10,3,,591,,1178.0,D,30.00,1976,,Whitechapel Bell Foundry,,,flat,unturned,,7135,Y
44464,Washington,Old Post Office Tower,"District of Columbia, United States of America",15305,,38.89445,-77.02750,5306,full-circle ring,10,4,,626,,1107.5,C♯,31.00,1976,,Whitechapel Bell Foundry,,,flat,unturned,,7135,Y
44465,Washington,Old Post Office Tower,"District of Columbia, United States of America",15305,,38.89445,-77.02750,5306,full-circle ring,10,5,,746,,987.0,B,33.38,1976,,Whitechapel Bell Foundry,,,flat,unturned,,7135,Y
44466,Washington,Old Post Office Tower,"District of Columbia, United States of America",15305,,38.89445,-77.02750,5306,full-circle ring,10,6,,962,,879.5,A,36.50,1976,,Whitechapel Bell Foundry,,,flat,unturned,,7135,Y
44467,Washington,Old Post Office Tower,"District of Columbia, United States of America",15305,,38.89445,-77.02750,5306,full-circle ring,10,7,,1299,,782.5,G,40.50,1976,,Whitechapel Bell Foundry,,,flat,unturned,,7135,Y
44468,Washington,Old Post Office Tower,"District of Columbia, United States of America",15305,,38.89445,-77.02750,5306,full-circle ring,10,8,,1518,,738.0,F♯,43.00,1976,,Whitechapel Bell Foundry,,,flat,unturned,,7135,Y
44469,Washington,Old Post Office Tower,"District of Columbia, United States of America",15305,,38.89445,-77.02750,5306,full-circle ring,10,9,,2146,,655.5,E,48.50,1976,,Whitechapel Bell Foundry,,,flat,unturned,,7135,Y
7136,Washington,Old Post Office Tower,"District of Columbia, United States of America",15305,,38.89445,-77.02750,5306,full-circle ring,10,10,,2953,,585.0,D,54.50,1976,,Whitechapel Bell Foundry,,,flat,unturned,,7135,Y
44503,Watertown,Perkins School for the Blind,"Massachusetts, United States of America",16130,,42.36096,-71.17527,6131,full-circle ring,8,1,,742,,,E,31.00,1912,,Mears & Stainbank,,,flat,unturned,,7142,Y
44504,Watertown,Perkins School for the Blind,"Massachusetts, United States of America",16130,,42.36096,-71.17527,6131,full-circle ring,8,2,,777,,,D♯,32.00,1912,,Mears & Stainbank,,,flat,unturned,,7142,Y
44505,Watertown,Perkins School for the Blind,"Massachusetts, United States of America",16130,,42.36096,-71.17527,6131,full-circle ring,8,3,,818,,1088.0,C♯,33.88,1912,,Mears & Stainbank,,,flat,unturned,,7142,Y
44506,Watertown,Perkins School for the Blind,"Massachusetts, United States of America",16130,,42.36096,-71.17527,6131,full-circle ring,8,4,,924,,960.0,B,36.25,1912,,Mears & Stainbank,,,flat,unturned,,7142,Y
44507,Watertown,Perkins School for the Blind,"Massachusetts, United States of America",16130,,42.36096,-71.17527,6131,full-circle ring,8,5,,1160,,863.0,A,39.13,1912,,Mears & Stainbank,,,flat,unturned,,7142,Y
44508,Watertown,Perkins School for the Blind,"Massachusetts, United States of America",16130,,42.36096,-71.17527,6131,full-circle ring,8,6,,1340,,,G♯,41.13,1912,,Mears & Stainbank,,,flat,unturned,,7142,Y
44509,Watertown,Perkins School for the Blind,"Massachusetts, United States of America",16130,,42.36096,-71.17527,6131,full-circle ring,8,7,,1831,,,F♯,45.63,1912,,Mears & Stainbank,,,flat,unturned,,7142,Y
7146,Watertown,Perkins School for the Blind,"Massachusetts, United States of America",16130,,42.36096,-71.17527,6131,full-circle ring,8,8,,2507,,643.0,E,50.75,1912,,Mears & Stainbank,,,flat,unturned,,7142,Y
